"姓名","統率","武力","智力","魅力","運勢","版本","政治","陸指","水指","體力"
"胡奮",NA,73,55,52,NA,"三國志8",48,NA,NA,NA
"胡遵",NA,78,59,62,NA,"三國志8",53,NA,NA,NA
"胡濟",NA,65,73,68,NA,"三國志8",72,NA,NA,NA
"韋昭",NA,30,60,69,NA,"三國志8",73,NA,NA,NA
"倫直",NA,48,70,58,NA,"三國志8",63,NA,NA,NA
"凌統",NA,83,54,68,NA,"三國志8",50,NA,NA,NA
"凌操",NA,78,48,53,NA,"三國志8",45,NA,NA,NA
"唐咨",NA,70,55,63,NA,"三國志8",53,NA,NA,NA
"唐彬",NA,70,62,60,NA,"三國志8",53,NA,NA,NA
"夏侯玄",NA,48,70,65,NA,"三國志8",81,NA,NA,NA
"夏侯和",NA,58,73,65,NA,"三國志8",72,NA,NA,NA
"夏侯尚",NA,67,69,63,NA,"三國志8",61,NA,NA,NA
"夏侯威",NA,74,51,62,NA,"三國志8",54,NA,NA,NA
"夏侯恩",NA,60,42,73,NA,"三國志8",49,NA,NA,NA
"夏侯惇",NA,92,63,84,NA,"三國志8",68,NA,NA,NA
"夏侯淵",NA,92,51,80,NA,"三國志8",56,NA,NA,NA
"夏侯惠",NA,56,73,66,NA,"三國志8",75,NA,NA,NA
"夏侯楙",NA,30,32,43,NA,"三國志8",35,NA,NA,NA
"夏侯德",NA,69,45,52,NA,"三國志8",47,NA,NA,NA
"夏侯霸",NA,80,73,61,NA,"三國志8",51,NA,NA,NA
"孫休",NA,41,63,83,NA,"三國志8",84,NA,NA,NA
"孫仲",NA,65,24,21,NA,"三國志8",27,NA,NA,NA
"孫匡",NA,39,44,56,NA,"三國志8",64,NA,NA,NA
"孫秀",NA,58,47,60,NA,"三國志8",56,NA,NA,NA
"孫和",NA,33,68,70,NA,"三國志8",72,NA,NA,NA
"孫尚香",NA,80,65,90,NA,"三國志8",62,NA,NA,NA
"孫亮",NA,22,62,67,NA,"三國志8",76,NA,NA,NA
"孫峻",NA,51,43,23,NA,"三國志8",37,NA,NA,NA
"孫朗",NA,39,31,43,NA,"三國志8",41,NA,NA,NA
"孫桓",NA,75,75,79,NA,"三國志8",69,NA,NA,NA
"孫乾",NA,38,64,86,NA,"三國志8",85,NA,NA,NA
"孫堅",NA,90,71,92,NA,"三國志8",62,NA,NA,NA
"孫異",NA,65,42,51,NA,"三國志8",40,NA,NA,NA
"孫翊",NA,74,36,48,NA,"三國志8",40,NA,NA,NA
"孫登",NA,35,61,81,NA,"三國志8",76,NA,NA,NA
"孫皓",NA,54,28,29,NA,"三國志8",25,NA,NA,NA
"孫策",NA,91,78,94,NA,"三國志8",70,NA,NA,NA
"孫瑜",NA,70,62,73,NA,"三國志8",63,NA,NA,NA
"孫歆",NA,67,32,35,NA,"三國志8",38,NA,NA,NA
"孫韶",NA,76,68,62,NA,"三國志8",48,NA,NA,NA
"孫綝",NA,42,35,18,NA,"三國志8",28,NA,NA,NA
"孫冀",NA,60,68,66,NA,"三國志8",54,NA,NA,NA
"孫靜",NA,62,69,71,NA,"三國志8",63,NA,NA,NA
"孫禮",NA,78,39,62,NA,"三國志8",42,NA,NA,NA
"孫權",NA,67,83,93,NA,"三國志8",86,NA,NA,NA
"師纂",NA,73,56,30,NA,"三國志8",49,NA,NA,NA
"徐晃",NA,90,69,73,NA,"三國志8",56,NA,NA,NA
"徐庶",NA,68,96,85,NA,"三國志8",87,NA,NA,NA
"徐盛",NA,81,82,79,NA,"三國志8",64,NA,NA,NA
"徐榮",NA,68,53,45,NA,"三國志8",42,NA,NA,NA
"徐質",NA,80,36,48,NA,"三國志8",38,NA,NA,NA
"徐邈",NA,42,59,78,NA,"三國志8",83,NA,NA,NA
"桓範",NA,34,80,48,NA,"三國志8",70,NA,NA,NA
"留平",NA,70,72,62,NA,"三國志8",57,NA,NA,NA
"留略",NA,64,47,49,NA,"三國志8",48,NA,NA,NA
"留贊",NA,62,47,47,NA,"三國志8",53,NA,NA,NA
"祖茂",NA,69,58,61,NA,"三國志8",50,NA,NA,NA
"祝融",NA,80,42,72,NA,"三國志8",38,NA,NA,NA
"秦宓",NA,18,71,76,NA,"三國志8",66,NA,NA,NA
"秦朗",NA,72,42,34,NA,"三國志8",26,NA,NA,NA
"耿紀",NA,21,60,65,NA,"三國志8",74,NA,NA,NA
"荀攸",NA,25,91,84,NA,"三國志8",90,NA,NA,NA
"荀彧",NA,13,95,87,NA,"三國志8",95,NA,NA,NA
"荀勗",NA,20,80,38,NA,"三國志8",76,NA,NA,NA
"荀愷",NA,74,56,54,NA,"三國志8",25,NA,NA,NA
"荀諶",NA,28,79,65,NA,"三國志8",72,NA,NA,NA
"荀顗",NA,21,69,76,NA,"三國志8",77,NA,NA,NA
"袁尚",NA,73,44,76,NA,"三國志8",42,NA,NA,NA
"袁胤",NA,23,39,47,NA,"三國志8",39,NA,NA,NA
"袁紹",NA,68,75,90,NA,"三國志8",77,NA,NA,NA
"袁術",NA,66,62,40,NA,"三國志8",35,NA,NA,NA
"袁熙",NA,59,60,68,NA,"三國志8",67,NA,NA,NA
"袁遺",NA,56,70,66,NA,"三國志8",76,NA,NA,NA
"袁燿",NA,43,39,62,NA,"三國志8",52,NA,NA,NA
"袁譚",NA,70,33,56,NA,"三國志8",40,NA,NA,NA
"迷當大王",NA,68,30,50,NA,"三國志8",32,NA,NA,NA
"郝昭",NA,78,85,76,NA,"三國志8",69,NA,NA,NA
"馬日磾",NA,22,56,69,NA,"三國志8",61,NA,NA,NA
"馬休",NA,71,45,69,NA,"三國志8",49,NA,NA,NA
"馬良",NA,40,84,82,NA,"三國志8",92,NA,NA,NA
"馬岱",NA,82,51,72,NA,"三國志8",47,NA,NA,NA
"馬忠",NA,64,42,41,NA,"三國志8",36,NA,NA,NA
"馬忠",NA,70,50,60,NA,"三國志8",64,NA,NA,NA
"馬玩",NA,58,21,38,NA,"三國志8",31,NA,NA,NA
"馬超",NA,97,46,77,NA,"三國志8",44,NA,NA,NA
"馬鈞",NA,28,64,41,NA,"三國志8",59,NA,NA,NA
"馬遵",NA,45,40,48,NA,"三國志8",51,NA,NA,NA
"馬謖",NA,63,80,69,NA,"三國志8",77,NA,NA,NA
"馬邈",NA,29,34,31,NA,"三國志8",40,NA,NA,NA
"馬騰",NA,80,50,89,NA,"三國志8",65,NA,NA,NA
"馬鐵",NA,64,52,65,NA,"三國志8",53,NA,NA,NA
"高沛",NA,68,52,46,NA,"三國志8",41,NA,NA,NA
"高定",NA,62,36,52,NA,"三國志8",45,NA,NA,NA
"高昇",NA,73,42,30,NA,"三國志8",23,NA,NA,NA
"高翔",NA,69,51,53,NA,"三國志8",43,NA,NA,NA
"高順",NA,79,56,69,NA,"三國志8",40,NA,NA,NA
"高幹",NA,69,52,64,NA,"三國志8",52,NA,NA,NA
"高覽",NA,74,40,56,NA,"三國志8",40,NA,NA,NA
"郤正",NA,16,63,60,NA,"三國志8",76,NA,NA,NA
"區星",NA,76,42,63,NA,"三國志8",35,NA,NA,NA
"崔琰",NA,48,70,72,NA,"三國志8",87,NA,NA,NA
"崔諒",NA,56,48,43,NA,"三國志8",32,NA,NA,NA
"帶來洞主",NA,62,46,56,NA,"三國志8",42,NA,NA,NA
"張允",NA,68,38,44,NA,"三國志8",47,NA,NA,NA
"張布",NA,48,65,38,NA,"三國志8",71,NA,NA,NA
"張休",NA,51,72,77,NA,"三國志8",81,NA,NA,NA
"張任",NA,87,76,79,NA,"三國志8",60,NA,NA,NA
"張角",NA,51,81,99,NA,"三國志8",80,NA,NA,NA
"張承",NA,67,46,53,NA,"三國志8",48,NA,NA,NA
"張松",NA,20,87,31,NA,"三國志8",88,NA,NA,NA
"張虎",NA,71,42,51,NA,"三國志8",45,NA,NA,NA
"張南",NA,68,38,62,NA,"三國志8",42,NA,NA,NA
"張既",NA,52,77,85,NA,"三國志8",92,NA,NA,NA
"張昭",NA,13,85,78,NA,"三國志8",97,NA,NA,NA
"張英",NA,71,38,45,NA,"三國志8",40,NA,NA,NA
"張苞",NA,84,46,68,NA,"三國志8",43,NA,NA,NA
"張郃",NA,90,66,72,NA,"三國志8",57,NA,NA,NA
"張飛",NA,98,31,43,NA,"三國志8",26,NA,NA,NA
"張悌",NA,68,62,80,NA,"三國志8",81,NA,NA,NA
"張特",NA,66,78,68,NA,"三國志8",71,NA,NA,NA
"張純",NA,73,65,43,NA,"三國志8",36,NA,NA,NA
"張紘",NA,20,87,83,NA,"三國志8",96,NA,NA,NA
"張梁",NA,80,68,88,NA,"三國志8",45,NA,NA,NA
"張球",NA,72,46,49,NA,"三國志8",32,NA,NA,NA
"張紹",NA,38,38,54,NA,"三國志8",53,NA,NA,NA
"張華",NA,27,83,63,NA,"三國志8",79,NA,NA,NA
"張象",NA,66,44,48,NA,"三國志8",52,NA,NA,NA
"張楊",NA,66,65,62,NA,"三國志8",54,NA,NA,NA
"張溫",NA,46,67,78,NA,"三國志8",76,NA,NA,NA
"張溫",NA,23,56,78,NA,"三國志8",77,NA,NA,NA
"張節",NA,21,50,63,NA,"三國志8",68,NA,NA,NA
"張緝",NA,36,75,48,NA,"三國志8",74,NA,NA,NA
"張衛",NA,69,34,62,NA,"三國志8",34,NA,NA,NA
"張魯",NA,53,69,83,NA,"三國志8",84,NA,NA,NA
"張勳",NA,72,45,46,NA,"三國志8",37,NA,NA,NA
"張橫",NA,60,37,48,NA,"三國志8",26,NA,NA,NA
"張燕",NA,81,50,56,NA,"三國志8",40,NA,NA,NA
"張遵",NA,70,52,66,NA,"三國志8",48,NA,NA,NA
"張遼",NA,91,83,86,NA,"三國志8",74,NA,NA,NA
"張濟",NA,69,49,56,NA,"三國志8",56,NA,NA,NA
"張翼",NA,73,63,67,NA,"三國志8",65,NA,NA,NA
"張舉",NA,75,56,62,NA,"三國志8",48,NA,NA,NA
"張嶷",NA,72,65,70,NA,"三國志8",67,NA,NA,NA
"張繡",NA,76,57,69,NA,"三國志8",38,NA,NA,NA
"張邈",NA,62,69,77,NA,"三國志8",66,NA,NA,NA
"張闓",NA,53,24,16,NA,"三國志8",10,NA,NA,NA
"張寶",NA,78,77,90,NA,"三國志8",51,NA,NA,NA
"曹仁",NA,84,58,78,NA,"三國志8",54,NA,NA,NA
"曹丕",NA,71,86,85,NA,"三國志8",83,NA,NA,NA
"曹休",NA,74,60,67,NA,"三國志8",63,NA,NA,NA
"曹宇",NA,52,36,56,NA,"三國志8",49,NA,NA,NA
"曹性",NA,68,31,42,NA,"三國志8",30,NA,NA,NA
"曹昂",NA,64,56,77,NA,"三國志8",53,NA,NA,NA
"曹芳",NA,18,30,71,NA,"三國志8",58,NA,NA,NA
"曹奐",NA,25,29,63,NA,"三國志8",48,NA,NA,NA
"曹洪",NA,82,49,51,NA,"三國志8",44,NA,NA,NA
"曹真",NA,71,67,83,NA,"三國志8",65,NA,NA,NA
"曹純",NA,75,60,76,NA,"三國志8",62,NA,NA,NA
"曹訓",NA,36,20,38,NA,"三國志8",32,NA,NA,NA
"曹豹",NA,69,36,28,NA,"三國志8",28,NA,NA,NA
"曹爽",NA,56,23,58,NA,"三國志8",35,NA,NA,NA
"曹植",NA,26,79,78,NA,"三國志8",66,NA,NA,NA
"曹彰",NA,88,40,72,NA,"三國志8",37,NA,NA,NA
"曹熊",NA,14,31,61,NA,"三國志8",39,NA,NA,NA
"曹髦",NA,28,32,74,NA,"三國志8",68,NA,NA,NA
"曹操",NA,68,91,96,NA,"三國志8",94,NA,NA,NA
"曹羲",NA,41,22,40,NA,"三國志8",38,NA,NA,NA
"曹遵",NA,69,41,49,NA,"三國志8",39,NA,NA,NA
"曹叡",NA,58,85,89,NA,"三國志8",82,NA,NA,NA
"梁緒",NA,62,64,60,NA,"三國志8",66,NA,NA,NA
"梁興",NA,58,24,28,NA,"三國志8",21,NA,NA,NA
"淳于瓊",NA,66,33,39,NA,"三國志8",29,NA,NA,NA
"牽弘",NA,68,66,54,NA,"三國志8",64,NA,NA,NA
"笮融",NA,61,36,16,NA,"三國志8",16,NA,NA,NA
"許攸",NA,20,82,24,NA,"三國志8",54,NA,NA,NA
"許劭",NA,30,70,60,NA,"三國志8",67,NA,NA,NA
"許貢",NA,55,43,57,NA,"三國志8",41,NA,NA,NA
"許靖",NA,30,74,68,NA,"三國志8",82,NA,NA,NA
"許褚",NA,96,37,53,NA,"三國志8",35,NA,NA,NA
"許儀",NA,68,35,52,NA,"三國志8",34,NA,NA,NA
"逢紀",NA,30,82,42,NA,"三國志8",68,NA,NA,NA
"郭石",NA,59,48,41,NA,"三國志8",42,NA,NA,NA
"郭汜",NA,69,39,33,NA,"三國志8",28,NA,NA,NA
"郭攸之",NA,21,62,60,NA,"三國志8",79,NA,NA,NA
"郭奕",NA,23,72,43,NA,"三國志8",78,NA,NA,NA
"郭淮",NA,78,83,75,NA,"三國志8",76,NA,NA,NA
"郭嘉",NA,24,97,82,NA,"三國志8",90,NA,NA,NA
"郭圖",NA,56,81,38,NA,"三國志8",76,NA,NA,NA
"陳式",NA,66,26,26,NA,"三國志8",35,NA,NA,NA
"陳到",NA,73,52,66,NA,"三國志8",48,NA,NA,NA
"陳武",NA,78,44,67,NA,"三國志8",42,NA,NA,NA
"陳宮",NA,64,89,72,NA,"三國志8",85,NA,NA,NA
"陳泰",NA,79,84,78,NA,"三國志8",75,NA,NA,NA
"陳珪",NA,16,82,68,NA,"三國志8",81,NA,NA,NA
"陳琳",NA,17,68,70,NA,"三國志8",83,NA,NA,NA
"陳登",NA,62,77,66,NA,"三國志8",82,NA,NA,NA
"陳群",NA,20,76,77,NA,"三國志8",94,NA,NA,NA
"陳壽",NA,20,60,49,NA,"三國志8",76,NA,NA,NA
"陳震",NA,46,63,73,NA,"三國志8",75,NA,NA,NA
"陳橫",NA,61,31,42,NA,"三國志8",34,NA,NA,NA
"陳應",NA,70,42,24,NA,"三國志8",32,NA,NA,NA
"陳矯",NA,32,74,63,NA,"三國志8",83,NA,NA,NA
"陳騫",NA,68,51,54,NA,"三國志8",61,NA,NA,NA
"陳蘭",NA,69,33,38,NA,"三國志8",32,NA,NA,NA
"陸抗",NA,70,88,87,NA,"三國志8",85,NA,NA,NA
"陸凱",NA,61,67,72,NA,"三國志8",83,NA,NA,NA
"陸景",NA,63,76,74,NA,"三國志8",75,NA,NA,NA
"陸遜",NA,67,96,91,NA,"三國志8",90,NA,NA,NA
"陸績",NA,23,65,41,NA,"三國志8",69,NA,NA,NA
"陶濬",NA,62,52,53,NA,"三國志8",51,NA,NA,NA
"陶謙",NA,58,64,82,NA,"三國志8",74,NA,NA,NA
"眭固",NA,67,40,34,NA,"三國志8",21,NA,NA,NA
"傅士仁",NA,58,34,20,NA,"三國志8",36,NA,NA,NA
"傅彤",NA,69,42,59,NA,"三國志8",45,NA,NA,NA
"傅巽",NA,29,69,46,NA,"三國志8",71,NA,NA,NA
"傅僉",NA,77,51,58,NA,"三國志8",42,NA,NA,NA
"傅嬰",NA,52,42,46,NA,"三國志8",43,NA,NA,NA
"單經",NA,60,46,57,NA,"三國志8",49,NA,NA,NA
"程武",NA,32,74,48,NA,"三國志8",71,NA,NA,NA
"程秉",NA,24,62,66,NA,"三國志8",75,NA,NA,NA
"程昱",NA,20,92,59,NA,"三國志8",89,NA,NA,NA
"程普",NA,86,76,86,NA,"三國志8",75,NA,NA,NA
"程遠志",NA,75,37,36,NA,"三國志8",21,NA,NA,NA
"程銀",NA,64,30,49,NA,"三國志8",37,NA,NA,NA
"華佗",NA,20,50,60,NA,"三國志8",53,NA,NA,NA
"華雄",NA,93,45,60,NA,"三國志8",41,NA,NA,NA
"華歆",NA,46,84,16,NA,"三國志8",72,NA,NA,NA
"華覈",NA,29,69,69,NA,"三國志8",78,NA,NA,NA
"貂蟬",NA,72,80,100,NA,"三國志8",56,NA,NA,NA
"費詩",NA,27,61,63,NA,"三國志8",74,NA,NA,NA
"費禕",NA,28,82,80,NA,"三國志8",88,NA,NA,NA
"費耀",NA,63,75,67,NA,"三國志8",56,NA,NA,NA
"賀齊",NA,69,66,62,NA,"三國志8",60,NA,NA,NA
"越吉",NA,80,24,38,NA,"三國志8",26,NA,NA,NA
"軻比能",NA,75,51,67,NA,"三國志8",38,NA,NA,NA
"鄂煥",NA,74,42,48,NA,"三國志8",23,NA,NA,NA
"雅丹",NA,65,57,48,NA,"三國志8",52,NA,NA,NA
"馮習",NA,72,52,66,NA,"三國志8",45,NA,NA,NA
"黃忠",NA,94,56,78,NA,"三國志8",52,NA,NA,NA
"黃祖",NA,72,40,40,NA,"三國志8",38,NA,NA,NA
"黃皓",NA,10,32,12,NA,"三國志8",29,NA,NA,NA
"黃蓋",NA,80,64,78,NA,"三國志8",52,NA,NA,NA
"黃權",NA,67,81,71,NA,"三國志8",73,NA,NA,NA
"楊弘",NA,48,80,44,NA,"三國志8",62,NA,NA,NA
"楊任",NA,80,50,56,NA,"三國志8",45,NA,NA,NA
"楊奉",NA,64,43,58,NA,"三國志8",32,NA,NA,NA
"楊昂",NA,70,39,42,NA,"三國志8",36,NA,NA,NA
"楊松",NA,11,31,11,NA,"三國志8",66,NA,NA,NA
"楊欣",NA,66,63,63,NA,"三國志8",56,NA,NA,NA
"楊阜",NA,56,83,75,NA,"三國志8",82,NA,NA,NA
"楊柏",NA,62,31,26,NA,"三國志8",36,NA,NA,NA
"楊秋",NA,63,42,36,NA,"三國志8",51,NA,NA,NA
"楊修",NA,19,81,36,NA,"三國志8",80,NA,NA,NA
"楊祚",NA,60,38,48,NA,"三國志8",44,NA,NA,NA
"楊彪",NA,17,62,70,NA,"三國志8",78,NA,NA,NA
"楊陵",NA,36,52,47,NA,"三國志8",46,NA,NA,NA
"楊儀",NA,42,83,33,NA,"三國志8",72,NA,NA,NA
"楊鋒",NA,56,42,41,NA,"三國志8",40,NA,NA,NA
"楊醜",NA,59,43,33,NA,"三國志8",32,NA,NA,NA
"楊懷",NA,68,52,44,NA,"三國志8",53,NA,NA,NA
"萬彧",NA,31,53,41,NA,"三國志8",64,NA,NA,NA
"董允",NA,27,76,73,NA,"三國志8",86,NA,NA,NA
"董卓",NA,83,53,35,NA,"三國志8",23,NA,NA,NA
"董和",NA,37,73,70,NA,"三國志8",83,NA,NA,NA
"董承",NA,60,69,80,NA,"三國志8",62,NA,NA,NA
"董旻",NA,61,37,29,NA,"三國志8",36,NA,NA,NA
"董昭",NA,32,77,66,NA,"三國志8",87,NA,NA,NA
"董荼那",NA,71,38,51,NA,"三國志8",41,NA,NA,NA
"董厥",NA,68,66,67,NA,"三國志8",63,NA,NA,NA
"董禧",NA,65,46,42,NA,"三國志8",49,NA,NA,NA
"董襲",NA,76,54,62,NA,"三國志8",43,NA,NA,NA
"虞翻",NA,56,82,48,NA,"三國志8",81,NA,NA,NA
"賈充",NA,22,86,20,NA,"三國志8",82,NA,NA,NA
"賈華",NA,70,38,54,NA,"三國志8",46,NA,NA,NA
"賈逵",NA,71,80,73,NA,"三國志8",82,NA,NA,NA
"賈詡",NA,56,94,75,NA,"三國志8",90,NA,NA,NA
"賈範",NA,63,71,63,NA,"三國志8",60,NA,NA,NA
"鄒靖",NA,73,64,71,NA,"三國志8",58,NA,NA,NA
"雍闓",NA,71,46,46,NA,"三國志8",37,NA,NA,NA
"雷銅",NA,75,38,50,NA,"三國志8",36,NA,NA,NA
"雷薄",NA,70,35,21,NA,"三國志8",33,NA,NA,NA
"廖化",NA,74,62,66,NA,"三國志8",48,NA,NA,NA
"廖立",NA,22,54,50,NA,"三國志8",76,NA,NA,NA
"徹里吉",NA,64,52,58,NA,"三國志8",47,NA,NA,NA
"滿寵",NA,64,81,82,NA,"三國志8",85,NA,NA,NA
"管亥",NA,76,40,38,NA,"三國志8",26,NA,NA,NA
"管輅",NA,20,74,70,NA,"三國志8",64,NA,NA,NA
"臧霸",NA,72,45,66,NA,"三國志8",52,NA,NA,NA
"裴元紹",NA,67,28,42,NA,"三國志8",27,NA,NA,NA
"裴秀",NA,31,77,66,NA,"三國志8",81,NA,NA,NA
"趙弘",NA,71,40,18,NA,"三國志8",21,NA,NA,NA
"趙統",NA,62,52,61,NA,"三國志8",50,NA,NA,NA
"趙累",NA,56,64,71,NA,"三國志8",73,NA,NA,NA
"趙雲",NA,96,78,88,NA,"三國志8",75,NA,NA,NA
"趙廣",NA,64,47,60,NA,"三國志8",51,NA,NA,NA
"趙範",NA,46,36,56,NA,"三國志8",59,NA,NA,NA
"蒯良",NA,36,86,63,NA,"三國志8",82,NA,NA,NA
"蒯越",NA,28,83,66,NA,"三國志8",85,NA,NA,NA
"劉巴",NA,52,78,63,NA,"三國志8",77,NA,NA,NA
"劉永",NA,27,40,53,NA,"三國志8",52,NA,NA,NA
"劉丞",NA,68,49,58,NA,"三國志8",47,NA,NA,NA
"劉宏",NA,10,10,50,NA,"三國志8",10,NA,NA,NA
"劉劭",NA,68,53,59,NA,"三國志8",60,NA,NA,NA
"劉協",NA,20,52,80,NA,"三國志8",62,NA,NA,NA
"劉岱",NA,63,38,43,NA,"三國志8",41,NA,NA,NA
"劉泌",NA,50,50,50,NA,"三國志8",50,NA,NA,NA
"劉表",NA,40,69,82,NA,"三國志8",83,NA,NA,NA
"劉封",NA,78,46,76,NA,"三國志8",54,NA,NA,NA
"劉度",NA,38,39,52,NA,"三國志8",49,NA,NA,NA
"劉豹",NA,68,43,52,NA,"三國志8",54,NA,NA,NA
"劉焉",NA,31,66,81,NA,"三國志8",81,NA,NA,NA
"劉理",NA,26,44,51,NA,"三國志8",56,NA,NA,NA
"劉備",NA,70,71,98,NA,"三國志8",78,NA,NA,NA
"劉循",NA,66,44,58,NA,"三國志8",46,NA,NA,NA
"劉琦",NA,24,49,73,NA,"三國志8",72,NA,NA,NA
"劉琮",NA,22,65,63,NA,"三國志8",55,NA,NA,NA
"劉虞",NA,52,70,95,NA,"三國志8",73,NA,NA,NA
"劉辟",NA,68,21,47,NA,"三國志8",30,NA,NA,NA
"劉璋",NA,17,37,80,NA,"三國志8",46,NA,NA,NA
"劉賢",NA,60,47,46,NA,"三國志8",48,NA,NA,NA
"劉勳",NA,64,43,52,NA,"三國志8",48,NA,NA,NA
"劉曄",NA,25,87,76,NA,"三國志8",86,NA,NA,NA
"劉諶",NA,60,59,80,NA,"三國志8",64,NA,NA,NA
"劉禪",NA,11,28,62,NA,"三國志8",30,NA,NA,NA
"劉繇",NA,70,34,59,NA,"三國志8",52,NA,NA,NA
"劉璝",NA,77,55,67,NA,"三國志8",50,NA,NA,NA
"劉辯",NA,10,10,40,NA,"三國志8",10,NA,NA,NA
"審配",NA,70,83,76,NA,"三國志8",63,NA,NA,NA
"樓玄",NA,52,69,80,NA,"三國志8",75,NA,NA,NA
"樊建",NA,29,61,65,NA,"三國志8",79,NA,NA,NA
"樊稠",NA,68,34,47,NA,"三國志8",33,NA,NA,NA
"樂進",NA,83,56,70,NA,"三國志8",51,NA,NA,NA
"樂綝",NA,70,38,51,NA,"三國志8",47,NA,NA,NA
"潘鳳",NA,77,18,46,NA,"三國志8",32,NA,NA,NA
"潘璋",NA,77,54,33,NA,"三國志8",37,NA,NA,NA
"潘濬",NA,43,60,38,NA,"三國志8",75,NA,NA,NA
"滕胤",NA,40,66,61,NA,"三國志8",80,NA,NA,NA
"滕脩",NA,41,49,59,NA,"三國志8",72,NA,NA,NA
"蔣欽",NA,85,49,76,NA,"三國志8",45,NA,NA,NA
"蔣舒",NA,62,33,33,NA,"三國志8",34,NA,NA,NA
"蔣斌",NA,46,68,74,NA,"三國志8",76,NA,NA,NA
"蔣琬",NA,33,80,78,NA,"三國志8",90,NA,NA,NA
"蔣幹",NA,17,66,44,NA,"三國志8",62,NA,NA,NA
"蔣義渠",NA,63,39,53,NA,"三國志8",47,NA,NA,NA
"蔣濟",NA,64,80,54,NA,"三國志8",78,NA,NA,NA
"蔡中",NA,49,21,42,NA,"三國志8",16,NA,NA,NA
"蔡和",NA,52,18,41,NA,"三國志8",23,NA,NA,NA
"蔡邕",NA,16,76,74,NA,"三國志8",92,NA,NA,NA
"蔡陽",NA,80,42,50,NA,"三國志8",40,NA,NA,NA
"蔡琰",NA,20,80,80,NA,"三國志8",100,NA,NA,NA
"蔡瑁",NA,70,73,50,NA,"三國志8",75,NA,NA,NA
"蔡勳",NA,57,30,39,NA,"三國志8",36,NA,NA,NA
"衛瓘",NA,46,82,42,NA,"三國志8",79,NA,NA,NA
"諸葛均",NA,46,58,70,NA,"三國志8",65,NA,NA,NA
"諸葛尚",NA,73,49,69,NA,"三國志8",50,NA,NA,NA
"諸葛亮",NA,50,100,91,NA,"三國志8",98,NA,NA,NA
"諸葛恪",NA,43,89,62,NA,"三國志8",82,NA,NA,NA
"諸葛緒",NA,60,39,57,NA,"三國志8",68,NA,NA,NA
"諸葛瑾",NA,54,81,89,NA,"三國志8",91,NA,NA,NA
"諸葛誕",NA,72,70,82,NA,"三國志8",65,NA,NA,NA
"諸葛靚",NA,67,55,68,NA,"三國志8",52,NA,NA,NA
"諸葛瞻",NA,71,62,78,NA,"三國志8",61,NA,NA,NA
"鄧艾",NA,88,92,77,NA,"三國志8",82,NA,NA,NA
"鄧忠",NA,80,67,71,NA,"三國志8",51,NA,NA,NA
"鄧芝",NA,58,73,87,NA,"三國志8",84,NA,NA,NA
"鄧茂",NA,73,22,34,NA,"三國志8",26,NA,NA,NA
"鄧賢",NA,72,41,48,NA,"三國志8",36,NA,NA,NA
"鞏志",NA,46,58,48,NA,"三國志8",59,NA,NA,NA
"魯肅",NA,64,90,89,NA,"三國志8",93,NA,NA,NA
"橋玄",NA,10,10,60,NA,"三國志8",50,NA,NA,NA
"橋瑁",NA,58,47,72,NA,"三國志8",60,NA,NA,NA
"橋蕤",NA,70,33,38,NA,"三國志8",36,NA,NA,NA
"盧植",NA,67,81,88,NA,"三國志8",87,NA,NA,NA
"穆順",NA,76,28,30,NA,"三國志8",38,NA,NA,NA
"閻宇",NA,54,42,34,NA,"三國志8",36,NA,NA,NA
"閻柔",NA,32,62,78,NA,"三國志8",64,NA,NA,NA
"閻圃",NA,31,80,67,NA,"三國志8",83,NA,NA,NA
"閻象",NA,28,63,56,NA,"三國志8",66,NA,NA,NA
"霍弋",NA,68,62,72,NA,"三國志8",70,NA,NA,NA
"霍峻",NA,68,65,70,NA,"三國志8",64,NA,NA,NA
"駱統",NA,64,63,68,NA,"三國志8",67,NA,NA,NA
"鮑忠",NA,74,44,56,NA,"三國志8",47,NA,NA,NA
"鮑信",NA,64,68,79,NA,"三國志8",72,NA,NA,NA
"鮑隆",NA,74,32,29,NA,"三國志8",26,NA,NA,NA
"戲志才",NA,19,87,57,NA,"三國志8",71,NA,NA,NA
"戴陵",NA,68,40,48,NA,"三國志8",32,NA,NA,NA
"濮陽興",NA,56,63,70,NA,"三國志8",76,NA,NA,NA
"糜竺",NA,48,62,81,NA,"三國志8",83,NA,NA,NA
"糜芳",NA,62,36,34,NA,"三國志8",28,NA,NA,NA
"薛則",NA,67,42,44,NA,"三國志8",38,NA,NA,NA
"薛綜",NA,28,70,66,NA,"三國志8",80,NA,NA,NA
"薛瑩",NA,25,52,59,NA,"三國志8",78,NA,NA,NA
"謝旌",NA,66,34,41,NA,"三國志8",33,NA,NA,NA
"蹋頓",NA,77,59,46,NA,"三國志8",32,NA,NA,NA
"鍾會",NA,64,91,67,NA,"三國志8",79,NA,NA,NA
"鍾繇",NA,52,79,77,NA,"三國志8",90,NA,NA,NA
"韓玄",NA,50,19,13,NA,"三國志8",19,NA,NA,NA
"韓忠",NA,66,29,22,NA,"三國志8",17,NA,NA,NA
"韓浩",NA,59,68,59,NA,"三國志8",87,NA,NA,NA
"韓嵩",NA,21,72,61,NA,"三國志8",74,NA,NA,NA
"韓當",NA,84,56,70,NA,"三國志8",54,NA,NA,NA
